status_id,code,text,is_quote,is_retweet,quoted_text,retweet_text
ID_1236823560179646465,1,"Another great one from Barry. “Put the tears on hold, because there are more games ahead. But treasure Sunday,”
Read it.",TRUE,FALSE,"“He didn’t like me, and I didn’t like him.” On the kind of complex, rich relationship that can develop when a coach and player stick together four years. https://t.co/uIXKTs72vY",NA
ID_1233964809923764224,1,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA",FALSE,TRUE,NA,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA"
ID_1236767754117697537,1,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi",FALSE,TRUE,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi"
ID_1236685900685496326,1,Let's Go Terps! #FearTheTurtle https://t.co/zFGDYWCTyu,FALSE,FALSE,NA,NA
ID_1236782055641550848,1,"Anthony Cowan Jr.’s senior day culminated in the No. 9 Terrapins beating No. 25 Michigan to earn a share of their first Big Ten regular-season title. @Adam_Zielonka has more with the postgame reaction.  #Terps #Terrapins #BigTenchampions
https://t.co/AskMRhRKyb",FALSE,TRUE,NA,"Anthony Cowan Jr.’s senior day culminated in the No. 9 Terrapins beating No. 25 Michigan to earn a share of their first Big Ten regular-season title. @Adam_Zielonka has more with the postgame reaction.  #Terps #Terrapins #BigTenchampions
https://t.co/AskMRhRKyb"
ID_1238470316189454336,1,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1236735617679142912,1,"“Just to come back and do something that’s never happened in Maryland history…it means everything.” 

@AnthonyCowanJr joined @TheAndyKatz after @TerrapinHoops secured a share of the Big Ten regular-season championship at his final home game. https://t.co/foNuqHvTWV",FALSE,TRUE,NA,"“Just to come back and do something that’s never happened in Maryland history…it means everything.” 

@AnthonyCowanJr joined @TheAndyKatz after @TerrapinHoops secured a share of the Big Ten regular-season championship at his final home game. https://t.co/foNuqHvTWV"
ID_1236867393474957313,1,"One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z",TRUE,TRUE,"NOTHING BUT NETS!!

For the first time ever, @TerrapinHoops and @umdwbb win titles on the same day! https://t.co/4xKrAFt6SY","One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z"
ID_1236718242477092868,1,"As Anthony Cowan made his way to the bench to make way for Travis Valmon, coach Mark Turgeon pulls him into a tight hug, lifting him off the floor.

 That's a four-year bond",FALSE,FALSE,NA,NA
ID_1238265500922195969,1,"Big Ten Champions!

#9 Maryland handles #25 Michigan 83-70. Terrapins capture a share of the Big Ten Title for the first time under Mark Turgeon. 

Anthony Cowan: 20 PTS, 8 AST, 4 REB

 https://t.co/OOLf2n8gpa",FALSE,TRUE,NA,"Big Ten Champions!

#9 Maryland handles #25 Michigan 83-70. Terrapins capture a share of the Big Ten Title for the first time under Mark Turgeon. 

Anthony Cowan: 20 PTS, 8 AST, 4 REB

 https://t.co/OOLf2n8gpa"
ID_1236842525735833600,1,"🗣 Let's cut down some nets

@TerrapinHoops celebrates winning their first @BigTen title in program history! https://t.co/2HGMgXBL7R",FALSE,TRUE,NA,"🗣 Let's cut down some nets

@TerrapinHoops celebrates winning their first @BigTen title in program history! https://t.co/2HGMgXBL7R"
ID_1238422915546263553,1,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1236712264490762240,1,@TerrapinHoops https://t.co/hfMDbvU2wR,FALSE,FALSE,NA,NA
ID_1236716697039638528,1,"Maryland men’s basketball- Big Ten Champions. 

This is March. https://t.co/FaN8NvuUfv",FALSE,FALSE,NA,NA
ID_1237977771382538240,1,@lyssiwrld Go Terps! 😁,FALSE,FALSE,NA,NA
ID_1236816648042053632,1,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1238224794606280706,1,"It’s been an honor working alongside you, Andy. I love the coverage we provided on the basketball beat together this year. Great things are ahead for you.",TRUE,FALSE,"My dad took this photo of me after Maryland men’s basketball secured a share of the Big Ten title last week.

Didn’t know it at the time, but that would be my final time covering a Terps game as a student. I loved this job. Loved representing @thedbk. Thanks for following along. https://t.co/h5AH0b8nYE",NA
ID_1233952709465792514,1,@Kato_Kaelin @espn @marchmadness @MSU_Basketball @TerrapinHoops @NCAA LOL! You sure are my friend! #katoappreciation,FALSE,FALSE,NA,NA
ID_1236843848409677826,1,So proud of both Terp Men’s and Women’s 🏀 teams today 😁 What a season!,FALSE,FALSE,NA,NA
ID_1236728410203963393,1,"CUT ‘EM DOWN, COACH!

For the first time in history, @TerrapinHoops are Big Ten Champions!

Maryland 83-70 Michigan https://t.co/vR0cRN8DFl",FALSE,TRUE,NA,"CUT ‘EM DOWN, COACH!

For the first time in history, @TerrapinHoops are Big Ten Champions!

Maryland 83-70 Michigan https://t.co/vR0cRN8DFl"
ID_1233914992648474624,1,"UMD 🏀 : It’s almost game time! For the Terps; this could help them clinch the Big Ten regular season title; for Sparty, it’s a chance to stay alive in the race. @WDVMSports @WDVMTV https://t.co/z3PowRCRZo",FALSE,FALSE,NA,NA
ID_1236734235681198080,1,"Coaches love senior point guards.

What a great moment between @CoachTurgeon and @TerrapinHoops star @AnthonyCowanJr. https://t.co/T74yqm8kh1",FALSE,TRUE,NA,"Coaches love senior point guards.

What a great moment between @CoachTurgeon and @TerrapinHoops star @AnthonyCowanJr. https://t.co/T74yqm8kh1"
ID_1233926078001041410,1,"Let's Go Terps! ❤🐢🏀
#feartheturtle
#collegegameday 
#uahoops https://t.co/bEwWI4Tfr3",FALSE,FALSE,NA,NA
ID_1237231841696010240,1,@RachelRRomeo Go terps! 🐢,FALSE,FALSE,NA,NA
ID_1233939533588201474,1,Terps run a pro offense with a record league defense @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1235672189279629320,1,"@GeraldMcCockin1 @marchmadness @Hoophall @BYUbasketball @yochilds22 @DaytonFlyers @ZagMBB @KillianTillie @JalenSmith2000 @TerrapinHoops @HailStateMBK @_R1bang_ not winning WCC POY

I knew someone would say that haha 😂",FALSE,FALSE,NA,NA
ID_1236724044180918276,1,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1238211633714884608,1,My heart goes out to @AnthonyCowanJr and @tres_tinkle3 and all @NCAA senior athletes. 🏀 is my ❤ #MarchMadness is my favorite time of year. I especially loved watching you play. Wanting the best for your next steps. #FearTheTurtle #GoBeavs,FALSE,FALSE,NA,NA
ID_1236711846083788800,1,"Aaron Wiggins has come alive in the 2nd half. He has 10 points in the half, 15 overall, and the #Terps lead 72-62 with 4:00 to play.",FALSE,FALSE,NA,NA
ID_1236732324261347328,1,Congrats boys. All love. Go do the damn thing now. @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1236718867977732096,1,"Congrats to @TerrapinHoops @AnthonyCowanJr, Mark Turgeon and Maryland for winning a share of their first @bigten championship — school’s first regular season conference title since @greivisvasquez’s 2010 team beat Duke on Senior Night. Bumpy finish but they did it. #Terps https://t.co/gSLSajfMMS",FALSE,TRUE,NA,"Congrats to @TerrapinHoops @AnthonyCowanJr, Mark Turgeon and Maryland for winning a share of their first @bigten championship — school’s first regular season conference title since @greivisvasquez’s 2010 team beat Duke on Senior Night. Bumpy finish but they did it. #Terps https://t.co/gSLSajfMMS"
ID_1236714286954827782,1,"After flying in between Atlanta Hawks’ games, @KevinHuerter and @BrunoFernandoMV show off their Maryland pride for Terp Nation. https://t.co/Sz8RBqKJsU",FALSE,TRUE,NA,"After flying in between Atlanta Hawks’ games, @KevinHuerter and @BrunoFernandoMV show off their Maryland pride for Terp Nation. https://t.co/Sz8RBqKJsU"
ID_1237223124204163072,1,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1236697489794838529,1,@OsFanAlways Nice shot at the buzzer by Stix. Still a half to go. (Thanks) Go Terps! 🐢,FALSE,FALSE,NA,NA
ID_1237361808152944642,1,"@TerrapinHoops @Aaron_Wiggins_ That clip of him dunking his own rebound is EPIC! He came out of nowhere man! We were watching and were like wait, is that Wiggs? Good lord. Love love love his game. #GOTERPS #TERPFOREVER",FALSE,FALSE,NA,NA
ID_1235649895945691136,1,"One of the best and brightest college coaches in the country. --&gt; @CoachDreHaynes The best is yet to come!

https://t.co/dp74GcmdaN",FALSE,FALSE,NA,NA
